;str_name;STR_ESID;snb_erlaeuterung;STN_LABEL;instance
50965;In Gassen;10006634;Name einer der wohl ältesten Gassenzüge in Zürich. Die «Gasse» als Durchgang zwischen zwei Häuserreihen bezeichnete ursprünglich wohl einen Gegensatz zum nahen und offenen Münsterhof oder zum sonst noch freien Gelände. Erste Bauten sind bereits für das 8. bis 10. Jahrhundert nachgewiesen. Als Herkunfts- und Familienbezeichnung tritt der Name in lateinischer Form um 1220 auf (de Platea), von Häusern «in Gassen» ist etwa im Jahr 1314 ausdrücklich die Rede.;In Gassen;
50966;Utoquai;10004286;Wegen der Aussicht auf den Uetliberg wurde das Quai Utoquai genannt. Uto ist der literarische Name für den Uetliberg.;Utoquai;
50967;Frohalpstrasse;10177307;Vermutlich nach dem 1895 erbauten Restaurant Frohalp, Butzenstrasse 39, benannt.;Frohalpstrasse;
50969;Fuchspass;10007005;Frei gewählter Name. Offenbar Stelle, an der Füchse gesichtet wurden.;Fuchspass;
50970;Katzenschwanzstrasse;10081733;Vermutlich nach den dort auftretenden Schachtelhalmen, mundartlich «Chatzenschwanz», benannt.;Katzenschwanzstrasse;
50972;Im Heuried;10078979;Flurname für Riedland, das als Futter für Nutztiere «geheuet» werden konnte, im Gegensatz zum anstossenden moorigen Streuried, wo Stroh zur Ausstattung von Ställen geschnitten wurde. Die Strasse verbindet die städtische Wohnsiedlung Heuried mit dem Gemeinschaftszentrum Heuried.;Im Heuried;
50973;Kilchbergsteig;10086042;Der Kilchbergsteig grenzt südlich an die Kilchbergstrasse und den Rumpumpsteig und war bis 1938 Teil der Kilchbergstrasse.;Kilchbergsteig;
50974;Lenggfussweg;10249479;Strassenname, der in Riesbach an den alten und bereits um 1500 bezeugten Flur- und Ortsnamen «Länggwies» oder «Längg» erinnert. Im Flurnamen versteckt sich das Wort lang, das hier wohl ursprünglich eine langgezogene Wiese bezeichnete.;Lenggfussweg;
50975;Hönggerrampe;10249375;Strassenrampe von der Bernerstrasse Nord auf die Europabrücke. Der Name Höngg geht auf «Hoinga» (820) zurück und bezeichnet die auf der Höhe wohnenden Leute.;Hönggerrampe;
50976;Aubruggstrasse;10166068;Strasse zur ehemaligen Holzbrücke über die Glatt. Diese wurde 1809-1810 erbaut als Ersatz für die bei Kämpfen zwischen französischen und kaiserlichen Truppen 1799 zerstörte Brücke. «Au» ist die Bezeichnung für Wiesland an einem Gewässer.;Aubruggstrasse;
50978;Banzwiesenstrasse;10249112;Flurname: Wiese, die einem früheren Besitzer namens Banz gehörte.;Banzwiesenstrasse;
50979;Geroldstrasse;10004210;Männlicher Vorname.;Geroldstrasse;
50980;Emil-Rütti-Weg;10166083;Emil Rütti (1919-1993): Architekt und Präsident des Quartiervereins Oerlikon 1981-1989.;Emil-Rütti-Weg;
50981;Loorenbachweg;10166102;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände entlang des Flusslaufs. Der Looorenbach mündet in den Stöckentobelbach («Elefantenbach»).;Loorenbachweg;
50982;Sempersteig;10166120;Gottfried Semper (1803-1879): Architekt und Professor am Eidgenössischen Polytechnikum. Aus Hamburg stammender politischer Flüchtling, der 1855 ans Eidgenössische Polytechnikum in Zürich berufen wurde. Er errichtete 1859-1864 das Hauptgebäude der ETH und verfasste hier sein Hauptwerk «Der Stil in den technischen und tektonischen Künsten oder Praktische Ästhetik». Die wichtigsten Bauten von Semper stehen oder standen in Dresden, Wien, Zürich und Winterthur.;Sempersteig;
50983;Loorentorweg;10249035;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände. An der in einem Waldstück des Adlisbergs nahe gelegenen Eschenhaustrasse steht ein kleines Tor als Zugang eines umzäunten Grundstücks.;Loorentorweg;
50985;Friesstrasse;10109038;Johannes Fries (1809-1888): Kirchenpfleger von Seebch. Bekannt durch sein wohltäges Wirken.;Friesstrasse;
50986;Simmlersteig;10086049;Hans Henrich Simmler (1709-1786): Pfarrer in Wollishofen von 1736 bis 1746.;Simmlersteig;
50987;Stöckengasse;10177320;Gasse durch einen Stöckenacker, also einen Acker mit Wurzelstöcken.;Stöckengasse;
50988;Entlisbergstrasse;10054869;Östlich der Sihl verlaufender Hügelzug in Zürich-Wollishofen, vermutlich benannt nach einem Alemannen Antilin (altdeutsch «anto»: Zorn, Eifer).;Entlisbergstrasse;
50989;Obere Zäune;10075932;Im Jahr 1314 erstmals sicher als die Gasse erwähnt, die «under oberen Zünen» lag. Die oberen und unteren Zäune könnten sich auf Palisaden als eine ältere Form der Stadtbefestigung beziehen, vielleicht aber auch auf Weingärten des Grossmünsters, die durch Zäune eingefriedet waren. Noch im 19. Jahrhundert gab es im Bereich der Zäune ausgedehnte Gartenareale.;Obere Zäune;
50990;Reckenholzweg;10249480;Flurname, der schon 1212 als «Rechenholz» erwähnt wird, und vermutlich Rehwäldchen bedeutet oder auf einen Personen- oder Zunamen Reck, Krieger oder Riese, eines früheren Besitzers hinweist.;Reckenholzweg;
50991;Ekkehardsteig;10004222;Ekkehard II. (gest. 990): Mönch des Klosters St. Gallen, Neffe des Mönchs Ekkehard I. (gest. 973), Dichter und Lehrer der Herzogin Hadwig, Gattin Burchards III. von Schwaben. Sein Leben und die Beziehung zur Herzogin Hadwig wurden in der St. Galler Klostergeschichte Ekkehards IV. dargestellt.;Ekkehardsteig;
50992;Bernerstrasse Nord;10004653;Entlang der Autobahn A1 verlaufender nördlicher Ast der Bernerstrasse.;Bernerstrasse Nord;
50994;Im Waidegg;10103908;Die Bezeichnung Im Waidegg wurde neuzeitlich von den Anwohnern vorgeschlagen. Diese Benennung ist gegeben, da an diesem Punkt der Waidabhang in einer scharfen Wendung des Terrains endet.;Im Waidegg;
50995;Höcklerstrasse;10167444;Der Name Höckler findet sich als Flurname (1448) und als Name eines von 1809 bis 1874 dort befindlichen Landgutes. Er geht wohl auf den mundartlichen Ausdruck von Höcklen als gemütliches Sitzen zurück. Wie daraus die Ortsbezeichnung entstand, ist unklar.;Höcklerstrasse;
50996;Neufrankengasse;10080523;"Der Name «Neufrankenthal» für die Gegend in Zürich-Aussersihl unterhalb der Langstrasse und westlich der Bahnlinie, wo um 1870 erst ein Wohnhaus stand, sowie die Benennung der dortigen Strasse als Neufrankenthalstrasse wurde von den Anwohnern als ein blosser Übername verstanden. Auf deren Wunsch wurde deshalb der Strassenname 1878 in Neufrankengasse abgeändert. Woher der Name «Frankenthal» herrührt und warum er als Übername empfunden wurde, ist unbekannt; vielleicht steht er im Zusammenhang mit der Ortsgegend «Frankenthal» im Gemeindebann von Höngg.";Neufrankengasse;
50997;Bülachhof;10167414;Grosser Hof an der Bülachstrasse, der das Zentrum der beiden Studentensiedlungen der Stiftung für Studentisches Wohnen sowie einer Kinderkrippe bildet.;Bülachhof;
50998;Stampfenbrunnenstrasse;10004087;Flurname im Zusammenhang mit einer «Müli genannt Stampflibrunnen», wohl einer Stampfmühle, einem mechanischen Stampfwerk zur Bearbeitung von zum Beispiel Gerste, Ölkernen, Hanf oder Flachs.;Stampfenbrunnenstrasse;
50999;Schiffbaustrasse;10004216;Strasse entlang der ehemaligen Kesselschmiede der Maschinenfabrik Escher Wyss, in welcher bis 1940 auch Schiffe gebaut wurden und die deshalb Schiffbauhalle genannt wird.;Schiffbaustrasse;
51000;Gleisbogen;10209030;Mit Ginkgobäumen gesäumter und in roter Farbe gehaltener Fuss- und Radweg zwischen Hardturmstrasse und Bahnhof Hardbrücke, welcher dem früheren Industriegeleise folgt.;Gleisbogen;
51001;Eigenwasenstrasse;10004582;Flurname: Wiese im Privateigentum im Gegensatz zum Lehen oder zur Allmend.;Eigenwasenstrasse;
51002;Felsenrainweg;10004584;Flurname: Abhang unter den Sandsteinfelsen auf der Buhn.;Felsenrainweg;
51003;Am Wettingertobel;10004092;Benannt nach dem dortigen Grundeigentümer im 17. und 18. Jahrhundert, dem Kloster Wettingen.;Am Wettingertobel;
51004;Plenterweg;10249407;Flurname: Plenterwald, ein von der Forstwirtschaft bewirtschafteter Wald, dem durch gezieltes Abholzen möglichst viele Altersstufen im Baumbestand erhalten werden. Der Ausdruck «pländere» bedeutet den Wald lichten, durchforsten.;Plenterweg;
51005;Hüttenrainstrasse;10166095;Der waldige Hüttenrain lieferte vermutlich den nahegelegenen Ziegelhütten Holz für das Brennen der Ziegel.;Hüttenrainstrasse;
51006;Flühgasse;10007203;Alter Ortsteil von Riesbach an der Grenze gegen Zollikon. Reben in «Vluon» sind urkundlich 1256/58 erwähnt, 1382 wird zu «Fluen an der Gasse» eine Hofstatt verkauft. Eine «Fluh» kann ein Felsabsturz oder eine abschüssige, felsige Halde sein. Es wurde auch schon vermutet, dass der Name in Riesbach von Findlingssteinen herrühren könnte, die hier vielleicht einst gehäuft zu finden waren.;Flühgasse;
51007;Allmendsteg;10249197;Steg in der Allmend Brunau. Die Allmend in Wollishofen diente seit dem 17. Jahrhundert auch militärischen Zwecken und wurde dafür vom Kanton 1816 erworben. Teile der Wollishofer Allmend wurden als eidgenössischer Waffenplatz genutzt (1877-1987).;Allmendsteg;
51008;An der Specki;10059032;Der Flurname leitet sich her von der Bezeichnung «Speche» für ein Holzscheit. Wenn ein Weg über ein sumpfiges Gelände mit Holzbündeln, so genannten Faschinen, und Reisig angelegt wurde, wurde dieser «Specki» genannt.;An der Specki;
51009;Eschenhaustrasse;10118223;Waldbezeichnung «Eschenhau» im Adlisberg, was auf Holzschlag im Eschenwald hinweist.;Eschenhaustrasse;
51010;Hans-Roelli-Weg;10249194;Hans Roelli (1889-1962): Lyriker und Liederkomponist. Er war Bürger von Zürich und wohnte abwechselnd in Arosa und der Zürcher Altstadt.;Hans-Roelli-Weg;
51011;Balgriststrasse;10006933;"Flurname «Balgrist», zusammengesetzt aus germanisch «balg», d. h. flach, niedrig sowie «Rist», Rücken, bedeutet eine flach ansteigende Erhöhung; «Ab dem Balgrest» 1376 erstmals in den Steuerbüchern erwähnt.";Balgriststrasse;
51012;Schmidhofgasse;10249141;Die Gasse nennt sich nach der Liegenschaft am Ende der Schmidhofgasse an der Stadelhoferstrasse 9 (vor 1812-1960). Diese wurde 1839 von Gabriel Vogel (1787-1842), Hufschmied, übernommen und von da an Schmidtenhof oder Schmidhof genannt.;Schmidhofgasse;
51013;Postbrücke;10249422;Um 1930 von der Firma Theodor Bertschinger erstellte Eisenbetonbrücke, die zu der 1927-1930 von den Gebrüdern Bräm erbauten Sihlpost führt. Die Ausbauten stehen im Zusammenhang mit dem Bau der Quer- und der Perronhalle im Hauptbahnhof von 1933, durch die der Bahnverkehr vor die bisherige Bahnhofshalle verlegt wurde.;Postbrücke;
51014;Rotwandstrasse;10190101;Benannt nach dem wegen seiner Farbe zur roten Wand genannten Haus, das die Gemeinde Aussersihl 1813 erwarb. Es diente als Schulhaus, später auch als Armenhaus und Gemeindegefängnis, das 1873 abgetragen wurde.;Rotwandstrasse;
51015;Kurt-Guggenheim-Anlage;10249513;Kurt Guggenheim (1896-1983): Zürcher Schriftsteller (Hauptwerk: «Alles in Allem») und Dramatiker sowie Literaturpreisträger der Stadt Zürich 1955.;Kurt-Guggenheim-Anlage;
51016;Spatenstrasse;10118220;Frei gewählter Name.;Spatenstrasse;
51017;Besenrainweg;10098557;Flurname «Bäse» (Besen) und «Rain», also ein Abhang mit Gestrüpp, dessen Zweige zur Herstellung von Reisbesen verwendet wurden, hier ein Rebstück. Die «Räben im Bäsen-Rheyn» wurden schon 1782 erwähnt.;Besenrainweg;
51018;Jungholzhof;10004267;Strasse durch die Überbauung der Wohnbaugenossenschaft Zürich und Umgebung zwischen der Watt- und der Jungholzstrasse.;Jungholzhof;
51019;Münchhaldenstrasse;10098552;Strasse in der «Münchhalden», einer alten Ortsgegend von Riesbach. Reben in der «Münchhalden» sind zum Beispiel im Jahr 1390 urkundlich erwähnt. Der Namensteil Münch (d. h. Mönch) kann auf ursprünglich geistlichen Besitz hindeuten, aber auch auf einen Familiennamen. Im 15. Jahrhundert hatte dort eine Familie Münch Grundbesitz.;Münchhaldenstrasse;
51020;Sonderistrasse;10249196;Bezeichnung für einen Privatwald, der aus im Gemeineigentum stehenden Gemeinwald ausgeschieden oder ausgesondert wurde.;Sonderistrasse;
51021;Federnstrasse;10004583;In unmittelbarer Umgebung befand sich die 1907 gegründete Schweizerische Bettfedern- & Steppdeckenfabrik Gyger & Co. (später Neukomm & Co.). Das Fabrikgebäude wurde 1976 abgebrochen.;Federnstrasse;
51022;Cäsar-Ritz-Strasse;10167420;Cäsar Ritz (1850-1918): Walliser Hotelier und Unternehmer. Er wurde auch «Hotelier der Könige - König der Hoteliers» genannt. Er führte unter anderm Hotels in Paris, Monte Carlo, Baden-Baden, London und Rom.;Cäsar-Ritz-Strasse;
51023;Griesernweg;10109018;Flurname «Griessern», Sammelform zu «Griess», Gegend mit griessförmigem, grobsandigem und kiesigen Boden.;Griesernweg;
51024;Limmatquai;10074882;Zwischen 1823 und 1859 angelegte repräsentative Quaistrasse der Altstadt zwischen Central und Bellevue, rechtsseitig der Limmat entlang, verbreitert 1866, 1890/91 und 1950. Die Teilstücke oberhalb des Rathauses hiessen zunächst Rathausquai und Sonnenquai, seit 1933 lautet der Name durchgängig Limmatquai. Der Flussname Limmat geht wohl auf die Kelten zurück und könnte etwa Ebene am Wasser, sumpfige Ebene, Seefeld bedeuten.;Limmatquai;
51026;Schrennengasse;10182274;Benannt nach dem hier bereits 1353 und 1374 bezeugten Flurnamen «Schrann» oder «Schrennen», was wohl auf eine «Erdschrunde» oder einen Erdspalt hindeutet, vielleicht auch auf einen Steinbruch oder eine der in Wiedikon häufigen Lehmgruben.;Schrennengasse;
51027;Gloriastrasse;10081629;Name der bis 1890 als neue Bergstrasse bezeichneten Strasse am Zürichberg. Der Grund für die Benennung ist unbekannt, vermutet wurde auch schon ein (allerdings nicht belegter) Hausname «Gloria».;Gloriastrasse;
51029;Tischlerweg;10177606;Flurname «Tistler» (1430), «Teischler» (1560), «Teistler» (1730), vielleicht ein Hinweis auf einst dort vorkommende Disteln resp. Sumpfdisteln.;Tischlerweg;
51030;Käshaldenweg;10249408;Flurname «Chäs» (1518), ist wohl bildlich vergleichend zu verstehen bezüglich der dortigen gelblichen Sandsteinwand am oberen Rand des Steilhangs Richtung Köschenrüti.;Käshaldenweg;
51031;Tuschgenweg;10186453;Flurname aus der Verkürzung des Begriffes Tuff- oder Tugstein, das poröses Gestein mehrheitlich vulkanischen Ursprungs bezeichnet.;Tuschgenweg;
51032;Stockenwiesweg;10249282;Flurname für eine Wiese auf ehemals gerodetem Land, auf dem die Wurzelstöcke stehen gelassen wurden.;Stockenwiesweg;
51033;Achermannweg;10249158;Arnold Achermann (1890-1970): Erster Präsident des Schulkreises Glatttal 1934-1954.;Achermannweg;
51034;Leonhardsteig;10249483;Benannt nach der 1240 erstmals erwähnten, unmittelbar vor der Stadt (Hohe Farb, später Hochfarbstrasse 10, nordwestlich des heutigen Central) gelegenen St. Leonhardskapelle. Im Alten Zürichkrieg 1443 von den Zürchern abgebrochen, wurde die Kapelle 1448 wieder errichtet und eingeweiht. Im Laufe der 1890er Jahre erfolgte der endgültige Abbruch.;Leonhardsteig;
51035;Kleinstrasse;10081656;Kurzes Strassenstück in Riesbach, früher Kleingasse genannt.;Kleinstrasse;
51036;Büchnerstrasse;10004220;Georg Büchner (1813-1837): hessischer Schriftsteller, Mediziner, Naturwissenschaftler und Revolutionär. Er studierte 1831-1833 an der medizinischen Fakultät in Strassburg vergleichende Anatomie und nahm nach seiner Rückkehr an die Universität Giessen an der Gründung der Gesellschaft für Menschenrechte teil, einer Geheimorgaisation nach französischen Vorbild, welche den Umsturz der politischen Verhältnisse im Grossherzogtum Hessen und in ganz Deutschland bezweckte. Im Juli 1834 wurde der von Büchner verfasste «Hessische Landbote» gedruckt, der unter dem Motto «Friede den Hütten - Krieg den Palästen» zur Revolution aufrief. 1835 verfasste er das Drama «Dantons Tod» und floh, nachdem er steckbrieflich gesucht wurde, nach Strassburg. Hier schrieb er seine Disseration über das Nervensystem der Barbe, die 1836 an der Universität Zürich angenommen wurde und das Lustspiel «Leonce und Lena». Im gleichen Jahr zog er nach Zürich und wurde Privatdozent an der Universität. Sein Dramafragement «Woyzeck» nahm er hierher mit, vollendete es aber nicht. Er infizierte sich an Typhus und verstarb 1837. Der nach Georg Büchner beannte Büchnerpreis ist der wichtigste deutschsprachige Literaturpreis.;Büchnerstrasse;
51038;Fritz-Heeb-Weg;10166088;Fritz Heeb (1911-1994): Rechtsanwalt und Politiker. Der Sohn des Chefredaktors der sozialdemokratischen Zeitung Volksrecht, Friedrich Heeb (1884-1958), setzte sich 1942 für einen Ausgleich mit den Kommunisten ein und wurde 1944 aus der Sozialdemokratischen Partei ausgeschlossen. Er wurde 1944 Mitgründer der Partei der Arbeit, aus der er nach dem Ungarnaufstand von 1956 austrat. 1960 wurde er wieder in die Sozialdemokratische Partei aufgenommen, wo er sich zu einer wichtigen Persönlichkeit entwickelte. Er vertrat die SP von 1967 bis 1975 im Kantonsrat.;Fritz-Heeb-Weg;
51039;Hardeggsteg;10249206;Weiler an der Limmat und Ort, an dem von 1804 bis 1882 die Wirtschaft Hardegg, Am Wasser 89, betrieben wurde. «Hard» bezeichnet einen als Weide benutzten, lichten Wald.;Hardeggsteg;
51040;Haselmausweg;10249229;Tiername.;Haselmausweg;
51041;Wotanstrasse;10006997;Hauptgott der nordischen Mythologie der Edda, wo er Odin genannt wird. Wotan ist die aus dem südgermanischen Wodan gebildete neuhochdeutsche Form von Odin. Er gilt als Göttervater, Kriegs- und Totengott, als Gott der Dichtung und der Runen, der Magie und der Ekstase.;Wotanstrasse;
51042;Wartauweg;10004244;Genannt nach dem Restaurant Wartau, eröffnet 1898, an der Limmattalstrasse 184.;Wartauweg;
51043;Gartenhofstrasse;10006337;Strasse in Aussersihl, die zunächst zum 1831 erbauten und 1955 abgetragenen Haus zum Garten sowie zum 1864 erstellten und 1899 abgetragenen Haus zum Gartenhof führte.;Gartenhofstrasse;
51044;Physikstrasse;10167466;Die Strasse führte zum alten Physikgebäude der Eidgenössischen Technischen Hochschule ETH, das zwischen 1886 bis 1889 erbaut und 1977 abgebrochen wurde.;Physikstrasse;
51045;Stiglenstrasse;10004600;Der Name der Strasse leitet sich vom Flurnamen «Hochstiglen» ab, der das Gebiet auf der gegenüberliegenden Seite der Schaffhauserstrasse bezeichnet. «Stiglen» oder «Hochstiglen» leitet sich von Steigen ab und verweist auf eine Vorrichtung, die es erlaubt, über einen Feldzaun einer Viehweide hinweg zu steigen.;Stiglenstrasse;
51046;Enzenbühlstrasse;10181947;Flurname, zusammengesetzt aus «Enzi», der obersten Kuppe eines Grenzberges, aber auch Bezeichnung für Riesen, und «Bühl», einer Anhöhe. Die Enzenbühlstrasse verläuft direkt an der Stadtgrenze zur Gemeinde Zollikon.;Enzenbühlstrasse;
51048;Riedenholzstrasse;10081728;Flurname «Rietholz» (1295), der hier wohl für ein ehemals gerodetes und wieder aufgeforstetes Waldstück stehen dürfte, kann aber auch feuchter Boden oder Weideland bedeuten, das bepflanzt worden ist.;Riedenholzstrasse;
51049;Biketrail Triemli;10249163;Biketrail, der den Hang des Uetlibergs hinunter bis oberhalb des Triemlispitals führt.;Biketrail Triemli;
51050;Fronwaldweg;10055999;Weg zum Hürstwald, der in einem Kaufbrief von 1584 als Fronwald, d. h. hoheitlicher oder obrigkeitlicher Wald, bezeichnet wurde.;Fronwaldweg;
51051;Hainerweg;10098550;Männlicher Vorname, süddeutsche Kurzform von Heinrich.;Hainerweg;
51052;Rosa-Bloch-Weg;10249046;Rosa Bloch (1880-1922): Sozialistin und Kämpferin für Frauenrechte. Rosa Bloch organisierte 1918 die Hungerdemonstration vor dem Zürcher Rathaus, war Mitglied des Oltener Aktionskomitees für den Landesgeneralstreik 1918 und Mitbegründerin der Kommunistischen Partei der Schweiz 1921.;Rosa-Bloch-Weg;
51053;Diabasweg;10249326;Anlehnung an die lokalen geologischen Gegebenheiten in Zürich-Witikon. Diabas ist ein altes, vulkanisches Gestein von dunkelgrüner Farbe.;Diabasweg;
51054;Seeholzweg;10152735;Gehölz am Katzensee.;Seeholzweg;
51056;Drahtzugsteig;10249360;Fussweg in der Verlängerung der Drahtzugstrasse. Benannt nach der Häusergruppe längs des Hornbaches in Zürich-Hirslanden, wo bereits 1498 eine Hammerschmiede stand. Die Schmiede wird 1747 als Drahtschmiede bezeichnet. In dieser wurde bis gegen Ende des 19. Jahrhunderts mittels eines Drahtzuges Kupfer- oder Messingdraht hergestellt.;Drahtzugsteig;
51057;Wässerlingweg;10249486;Wässerling bezeichnet ein Gebiet mit Sumpfquellen.;Wässerlingweg;
51058;Stephan-à-Porta-Weg;10249268;Stephan à Porta (1868-1947): Rechtsanwalt und Bauunternehmer. Gründer der gemeinnützigen Stephan-à-Porta-Stiftung, welche preisgünstigen Wohnraum in der Stadt Zürich anbietet und wohltätige Institutionen in der Stadt Zürich und in Graubünden unterstützt.;Stephan-à-Porta-Weg;
51059;Finslerstrasse;10003989;Finsler, altes Zürcher Geschlecht.;Finslerstrasse;
51060;Drahtschmidlisteig;10249353;Der Steg führt vom Drahtschmidli in die Platzpromenade und wurde 1872 im Auftrag der Gemeinde Unterstrass als eiserner Steg durch die Firma Gubser & Cie in Wil erstellt. Die Häusergruppe zum Drahtschmidli, Wasserwerkstrasse 17/19, wurde zwar schon 1425 als «Thratschmit» erwähnt, doch ist nicht bekannt, ob hier tatsächlich in einer Schmiede Draht hergestellt wurde. Das Drahtschmidli war im 18. Jahrhundert ein Heilbad, im 19. Jahrhundert und bis anfangs des 20. Jahrhunderts eine Wirtschaft mit eigener Bierbrauerei.;Drahtschmidlisteig;
51061;Röschibachweg;10058788;Name des im Quartier verlaufenden, eingedolten Röschibachs. Der Name leitet sich von einem schnell fliessenden Bach ab (mittelhochdeutsch «röscher flusz»: schnell, reissend).;Röschibachweg;
51062;Ostbühlstrasse;10010025;Östliche Strasse in der Werkbund-Siedlung Neubühl.;Ostbühlstrasse;
51063;Spirgartenstrasse;10058812;Flurname für einen Garten mit einem Speicher, mundartlich «Spir».;Spirgartenstrasse;
51064;Nüschelersteg;10249220;Steg über den Schanzengraben als Verlängerung der Nüschelerstrasse. Benannt nach der Altzürcherischen Familie Nüscheler.;Nüschelersteg;
51065;Krähbühlstrasse;10080329;"Strasse nach dem und beim Krähbühl, einer alten, bereits im 15. Jahrhundert erwähnten Ortsgegend am Zürichberg in Fluntern, die noch um 1840 aus nur einem Hof bestand. Die Herkunft und die Bedeutung des Namens sind umstritten. Vielleicht rührt er von einem Familiennamen Kry oder vom Namen der Krähe aus der Familie der Rabenvögel her; «Bühl» ist ein Hügel oder ein Abhang.";Krähbühlstrasse;
51066;Sprensenbühlstrasse;10124109;"Strasse, die in die alte Ortsgegend «Sprensenbühl» in Hottingen führt. Der Flurname tritt im Jahr 1302 als «Spenzenbühl» hervor, 1527 als «Spräntzenbühl». Die Bedeutung ist unklar, vielleicht rührt der Name von einem Personen- oder Übernamen wie Spentz oder Spränz her; «Bühl» bezeichnet den Abhang, an dem der Ort gelegen ist.";Sprensenbühlstrasse;
51067;Obere Bläsistrasse;10167461;Die Bläsistrasse wird im Bereich des Reservoirs unterbrochen, wobei das obere Teilstück Obere Bläsistrasse genannt wird. Der Flurname «Im Bläsi» leitet sich von der mundartlichen Form des männlichen Vornamen Blasius ab und bezeichnet einen früheren Grundbesitz des Benediktinerklosters St. Blasien im Schwarzwald.;Obere Bläsistrasse;
51068;Witikonerstrasse;10056512;Alter Verbindungsweg von Zürich durch die höheren Ortsgegenden von Hottingen und Hirslanden nach Witikon und weiter nach Maur ins Zürcher Oberland. Die Strasse war für den Verkehr ungenügend und wurde deshalb 1849/50 ausgebaut, wobei die Querung des Stöckentobels zwischen Hirslanden und Witikon anspruchsvoll war. Witikonerstrasse heisst das Teilstück der Strasse zwischen Klusplatz und Witikon. Witikon ist eine Vorortsgemeinde von Zürich, die 1934 eingemeindet wurde und deren Name auf einen ersten Ansiedler zurückgeht, der wohl Wito hiess.;Witikonerstrasse;
51069;Lachenzelgstrasse;10058746;Flurname «Lachen», «Lachenzelg» in Zürich-Höngg, mit der Bedeutung Wasserlache, d. h. Zelge in feuchtem, sumpfigem Gelände.;Lachenzelgstrasse;
51070;Albisriederweg;10022361;Weg an der Albsiriederstrasse oberhalb des Ortkerns des früheren Rieden unter dem Albis: «Riete» (10. Jahrhundert), «Riedirn» (1225), d. h. Siedlung bei den Riedern. Riedt oder Riedtli ist ein häufig vorkommender Flurname, der etwa für einen feuchten Boden, für ein gerodetes Waldstück oder auch für Weideland, das bepflanzt worden ist. Der Name Albis bedeutet Berg und ist verwandt mit dem Wort Alpen.;Albisriederweg;
51071;Loorenkopfweg;10249032;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände bei einer Anhöhe. An dieser mitten im Wald am östlichen Ende des Adlisbergs in Zürich-Hottingen gelegenen Stelle befindet sich der 1954 erbaute Loorenkopfturm (Höhe: 33 m).;Loorenkopfweg;
51072;Medikerweg;10249300;Benannt nach dem nahe gelegenen Hof Medikon («Mädike», «Medicken») auf dem Albis, Gemeinde Stallikon. Medikon, ursprünglich Madinghofen, bei den Höfen der Leute des Mado.;Medikerweg;
51073;Kappenbühlweg;10058735;Ort, an dem sich das den Heiligen Theodul und Erhard geweihte «Sant Joders Käppeli» mit einem Bruderhaus befand. Ob die beiden Gebäude bereits in der Reformationszeit abgebrochen wurden, ist nicht bekannt.;Kappenbühlweg;
51074;Frankentalerweg;10249134;Flurname nach einem alten Personennamen Franko.;Frankentalerweg;
51075;Füsslistrasse;10006629;"Das ausgestorbene Zürcher Bürgergeschlecht der Füssli wurde 1357 ertmals urkundlich erwähnt. Es führte während Jahrhunderten und bis 1845 die Glocken- und Stückgiesserei Füssli an der Ecke Sihlstrasse und St. Annagasse. Hier wurde der grösste Teil der Zürcher Artilleriegeschütze produziert. Neben dem Giesseregewerbe betrieben die Füssli auch das Druckereigewerbe, wovon der Name der Firma Orell Füssli zeugt. Die Füssli waren auch eine politisch sehr einflussreiche Familie; auch wenn es ihnen nie gelang, einen Bürgermeister zu stellen, brachten sie viele Geistliche, aber auch Künstler wie den Kunstmaler Johann Heinrich Füssli, genannt Henry Fuseli (1741-1825), hervor.";Füsslistrasse;
51076;Laufferweg;10006906;Hans Jakob Lauffer (1822-1895), Besitzer des benachbarten, 1958 abgetragenen Grossen Gutes an der Langmauer.;Laufferweg;
51077;Felsberg;10059076;Flurname: Gegend bei den Sandsteinfelsen auf dem Buhn.;Felsberg;
51078;Lehfrauenweg;10009134;Strasse in Witikon, benannt nach dem bereits im 16. Jahrhundert nachgewiesenen Flurnamen «Lehfrauenacker». Ein Lehen war bis in das 19. Jahrhundert hinein ein von einem Lehensmann gelehntes oder von einem Lehensherrn entlehntes Gut. Der Lehfrauenacker war somit ein Acker, der von einer Frau gepachtet oder von einer Frau (im Mittelalter z. B. von der Fraumünsteräbtissin) als der Lehensherrin verpachtet worden war.;Lehfrauenweg;
51079;Wildfangweg;10249448;Mit Wildfang wurde ursprünglich die Jagd bezeichnet, die das Tier lebendig fangen wollte, oder die Jagdbeute selbst. Im übertragenen und hier wohl zutreffenden Sinn bezeichnet der Wildfang das Jagdrevier, den Ort, an dem diese Jagd stattfand.;Wildfangweg;
51080;Meierholzstrasse;10249304;Flurname: Waldabschnitt, der ursprünglich zum Meierhof Wiedikon oder einem Bewohner namens Meier gehörte.;Meierholzstrasse;
51081;Geeringstrasse;10109035;Alte Familie von Höngg, die schon 1586 auf dem (Birch-)Rütihof ansässig war.;Geeringstrasse;
