id;str_nr;str_name;str_st_bezeichnung;str_von;str_bis;str_kreis;str_planquadrat;str_vb;str_up_kanton;snb_str_nr_ref;snb_erlaeuterung;snb_tafeltext_1;snb_tafeltext_2;objectid
1018;1920;Stadthausquai;gültig;Bürkliplatz;Münsterbrücke;1;N 14;AA;2407;1920;Im Jahr 1841 durch Uferaufschüttung entstandener Quai, der nach dem damaligen Stadthaus benannt wurde. Dieses stammte aus dem 16. Jahrhundert und lag auf der Höhe des Bauschänzlis am neuen Quai. Das Stadthaus war von 1803 bis zu seinem Abbruch im Jahr 1886 Sitz der Stadtverwaltung. An seiner Stelle steht heute der 1887 errichte Wohn- und Geschäftsblock, Stadthausquai 1-7.;;;6973
2356;1921;Stadtweg;gültig;Zürichbergstrasse;Grenze Dübendorf;12;R/S 10;SW;2209+2309;1921;Fussweg von Stettbach nach Zürich.;;;8315
137;1922;Staffelhof;gültig;Gehrenholzstrasse 16;südwestl. Sackgasse;3;K 15;WD;2506;1922;Der Staffelhof könnte seinen Namen von der treppenförmig abgestuft oder gestaffelt entlang der Friesenbergstrasse am Hang angelegten Wohnsiedlung der Familienheimgenossenschaft Zürich haben. Oder von «Staffel» mit der Bedeutung Bergweide, als welche der Friesenberg bis ins 20. Jahrhundert genutzt wurde.;;;6098
1864;1923;Staffelstrasse;gültig;Manessestrasse 186;südöstl. Sackgasse;3;L/M 15;WD;2507;1923;Möglicherweise im Zusammenhang mit Uto Staffel auf dem Uetliberg benannt, ist einerseits von der Staffelstrasse aus sichtbar, andererseits befindet sich die Strasse in der Nähe des Bahnhofs Giesshübel, der Haltestelle der Uetlibergbahn, mit der man fast bis Uto Staffel fahren kann.;;;7824
2471;1924;Stampfenbachplatz;gültig;Walchestrasse 9;Stampfenbachstrasse 48;6;N/O 12;UN;2307;1924;Platzanlage, die um 1900 durch die Neuanlage des Areals am Stampfenbach entstanden ist, als die Maschinenfabrik Escher-Wyss & Cie. ihre dortigen Fabrikgebäude in die Hard verlegte. Die Ortsgegend Stampfenbach in Unterstrass wird bereits im Jahr 946 erwähnt. Der Name bezeichnete einen Bach mit einer Stampfe oder Stampfmühle. Eine Stampfmühle war eine Mühle, die mittels eines Stampfwerks zum Beispiel Gerste, Ölkernen, Hanf oder Flachs zerkleinerte.;;;8430
461;1925;Stampfenbachstrasse;gültig;Central;Kronen- /Schaffhauserstrasse;1+6;N 11-O 13;AA/UN;2307+2308+2408;1925;Strasse durch die alte, bereits im Jahr 946 erwähnte Ortsgegend Stampfenbach in Unterstrass, benannt nach einem Bach mit einer Stampfe oder Stampfmühle. Eine Stampfmühle war eine Mühle, die mittels eines Stampfwerks zum Beispiel Gerste, Ölkernen, Hanf oder Flachs zerkleinerte. Die Stampfenbachstrasse hatte ihren Ausgangspunkt bei den Stadttoren beim heutigen Central und wurde auch Strasse nach Schaffhausen oder untere Strasse genannt. Sie endete beim Wyssen Haus, dem Gemeindehaus von Unterstrass, bei der heutigen Einmündung der Wasserwerkstrasse. 1860 ist die Strasse als neue Beckenhofstrasse durch den ehemaligen Garten des Landgutes zum Beckenhof, der bis an die Limmat hinunter reichte, bis zur Krone Unterstrass verlängert worden. 1934 ist die neue Beckenhofstrasse als Teil der Stampfenbachstrasse erklärt worden und die Bezeichnung der ehemaligen Beckenhofstrasse als alte Beckenhofstrasse fiel wieder dahin.;;;6418
682;1926;Stampfenbrunnenstrasse;gültig;Dachslernstrasse 22;Friedhofstrasse 53;9;G/H 11;AL;2305;1926;Flurname im Zusammenhang mit einer «Müli genannt Stampflibrunnen», wohl einer Stampfmühle, einem mechanischen Stampfwerk zur Bearbeitung von zum Beispiel Gerste, Ölkernen, Hanf oder Flachs.;;;6637
1613;1927;Stapferstrasse;gültig;Nelkenstrasse;Universitätstrasse 101;6;O 12;OB;2308;1927;"Eine Gegend Stapferweg in Oberstrass ist bereits im Jahr 1650 bekannt. Vermutlich hatte hier einst die einflussreiche Zürcher Junkerfamilie Stapfer Grundbesitz; die Familie tritt in Zürich ab 1360 auf und starb 1670 in der männlichen Linie aus.";;;7572
701;1928;Starengasse;gültig;Bühlwiesenstrasse 7;Grünhaldenstrasse 45;11;O 7;SE;2008+2108;1928;Tiername, Vogelart.;;;6655
649;1929;Stationsstrasse;gültig;Seebahnstrasse 121;Birmensdorferstrasse 192;3;L 13/14;WD;2407;1929;Strasse zum ehemaligen, 1891 eröffneten Bahnhof Wiedikon an der Seebahnstrasse 118. Mit der Tieferlegung der zwischen 1875 und 1927 oberirdisch geführten Eisenbahn vom Hauptbahnhof in die Enge, der linksufrigen Seebahnlinie, wurden der Bahnhof Wiedikon an die Birmensdorferstrasse 80 verlegt und das Nordostbahn-Stationsgebäude abgebrochen.;;;6606
634;1930;Staubstrasse;gültig;Seestrasse 331;Mutschellenstrasse 151;2;M/N 17;WO;2607;1930;Jakob Staub (1837-1892): Baumeister und Gemeindepräsident von Wollishofen von 1868 bis 1877.;"Jakob Staub (1837-1892)
Gemeindepräsident von Wollishofen 1868 bis 1877";;6593
1463;1931;Staudenbühlstrasse;gültig;Himmeristrasse 37;nördl. Sackgasse;11;N 7;SE;2007;1931;Flurname «Staudenbühl» für einen mit Gebüsch bewachsenen Hügel.;;;7422
2147;2339;Staudenbühlweg;gültig;Maria-Stader-Weg;Seebacherstrasse;11;N 7;SE;2007+2107;2339;Die Wegverbindung führt einerseits entlang der Flurbezeichnung «Staudenbühl», einem mit Gebüsch bewachsenen Hügel, andererseits befinden sich in der Nähe die Siedlung und das Schulhaus Staudenbühl.;;;8109
2226;1932;Staudenweg;gültig;Schweighofstrasse 135;Zielweg;3;K 15/16;WD;2506;1932;Begrünter Weg entlang des Kolbenhofbachs.;;;8218
892;1933;Stauffacherbrücke;gültig;Selnaustrasse;Ernst-Nobs-Platz;4;M 13;AA;2407;1933;"1899 baute die Firma Fietz & Leuthold AG, basierend auf dem Entwurf von Robert Maillart und nach Plänen von Stadtbaumeister Gustav Gull, diese Betonbrücke. Das Bauwerk ist mit Granit- und Sandstein verkleidet und auf den vier Eckpfeilern mit Bronze-Löwen des Bildhauers Urs Eggenschwyler geschmückt.
Werner Stauffacher war der Sage nach der Schwyzer Abgesandte beim Rütlischwur (um 1300).";;;6869
470;1935;Stauffacherquai;gültig;Sihlbrücke /Badenerstrasse;Sihlhölzlibrücke /Manessestrasse;4;M 13/14;AU;2407;1935;Werner Stauffacher war der Sage nach der Schwyzer Abgesandte beim Rütlischwur (um 1300).;;;6435
2059;1936;Stauffacherstrasse;gültig;Ernst-Nobs-Platz;Bullingerplatz;4;L 12-M 13;AU;2307+2407;1936;Werner Stauffacher war der Sage nach der Schwyzer Abgesandte beim Rütlischwur (um 1300).;;;8023
507;2448;Stefano-Franscini-Platz;gültig;Wolfgang-Pauli-Strasse;Wolfgang-Pauli-Strasse;10;K 8/9;HG;2106;2448;Stefano Franscini (1796-1857): Schweizer Politiker, Bundesrat 1848-1857, Publizist und Statistiker. Legte mit seiner Pioniertätigkeit das Fundament für das Eidgenössische Polytechnikum, das Eidgenössische Statistische Amt und das Schweizerische Bundesarchiv.;"Stefano Franscini (1796-1857)
Schweizer Politiker, Bundesrat, Schullehrer, Publizist und Statistiker.
Legte mit seiner Pioniertätigkeit das Fundament für das Bundesamt für
Statistik. Er trug massgeblich zur Gründung der ETH bei.";;6462
702;1937;Steffenstrasse;gültig;Grubenackerstrasse 47;Grubenackerstrasse 67;11;O 7;SE;2008+2108;1937;Heinrich Steffen (1833-1890): Gemeindepräsident von Seebach von 1859 bis 1883.;"Heinrich Steffen (1833-1890)
Gemeindepräsident von Seebach 1859 bis 1883";;6656
1595;1938;Stegengasse;gültig;Wühre 13;Storchengasse 12;1;N 13;AA;2407;1938;Benannt nach dem Haus zur Stegen, Storchengasse 10.;;;7556
337;1939;Steigholzweg;gültig;Eichhörnliweg;Obere Waidstrasse;10;L/M 9;WP;2207;1939;Frei gewählter Name.;;;6287
768;1940;Steinackerweg;gültig;Schützenrain 6;Goldackerweg 4;9;H 13;AR;2406;1940;Frei gewählter Name, abgeleitet vom dort seit dem Spätmittelalter nachgewiesenen Flurnamen «Steinhuser», wohl Hube, d. h. Hof der Steinhauser.;;;6721
417;1941;Steinbockgasse;gültig;Froschaugasse 9;westl. Sackgasse;1;O 13;AA;2408;1941;"Rechtwinklig von der Froschaugasse abzweigende Sackgasse, die zum Hinterhaus der Liegenschaft zum Steinbock, Rindermarkt 17, führt. Jenes Haus befand sich 1467 im Besitz eines Ludwig Steinbock; die Sackgasse selbst wurde 1486 Stuckigässli genannt, weil dort eine Glarner Familie Stucki über Hauseigentum verfügte. Der Name Steinbockgasse dürfte aus dem Jahr 1865 stammen.";;;6376
791;1942;Steinbrüchelstrasse;gültig;Carl-Spitteler-Strasse 24;Carl-Spitteler-Strasse 58;7;S 15;WI;2509;1942;Johann Jakob Steinbrüchel (1729-1796): Chorherr und humanistisch-aufklärerisch gesinnter Lehrer für alte Sprachen am Carolinum, Übersetzer griechischer Dichtungen.;"Johann Jakob Steinbrüchel (1729-1796)
Humanistischer Lehrer";;6747
1747;1943;Steinentischstrasse;gültig;Bederstrasse 51;Brandschenkestrasse 157;2;M 14;EN;2407+2507;1943;Weg, der zum 1559 erstmals erwähnten Bauerngut zum Steinernen Tisch, Brandschenkestrasse 146, führte. Um 1850 war der Steinerne Tisch eine Gastwirtschaft und ein beliebtes Ausflugsziel der Stadtzürcher Bürgerschaft. 1866 verlegte Albert Hürlimann seine Bierbrauerei von Feldbach hierher.;;;7703
1515;2380;Steinfelsplatz;gültig;Hardstrasse;Josefstrasse;5;L 11;IQ;2307;2380;1897 zog die Seifensiederei Friedrich Steinfels vom Hischengraben ins Industriequartier, wo sie anfänglich auch Kerzen und später bis 1987 nur noch Seifen und Waschmittel produzierte.;"1897 zog die Seifensiederei Friedrich Steinfels
vom Hischengraben ins Industriequartier, 
wo sie bis 1987 Kerzen, Seifen 
und Waschmittel produzierte.";;7476
707;1944;Steinhaldenstrasse;gültig;Schulhausstrasse 55;Waffenplatzstrasse 77;2;M 15;EN;2507;1944;Flurname für den steinreichen Abhang des Moränenzuges in der Enge.;;;6661
441;1945;Steinhausweg;gültig;Obstgartenstrasse 36;Weinbergstrasse 73;6;N/O 12;UN;2307;1945;Benannt nach dem Steinhaus, Beckenhofstrasse 4, das 1947, nach über 150 Jahren, abgebrochen wurde.;;;6401
2234;1946;Steinkluppenweg;gültig;Schaffhauserstrasse 167;Allenmoosstrasse 52;6;N 9/10;UN;2207;1946;Eine Steinkluppe bedeutet sowohl eine Zange zum Heben grosser Steine, als auch ein abgespaltenes Stück Fels. Da die frühere Flurbezeichnung «Steingeböss», also Steinschlag, lautete, könnte sich der Flurname von einem Steinbruch herleiten.;;;8190
1370;1947;Steinmühlegasse;gültig;Uraniastrasse 28;Löwenstrasse 16;1;N 13;AA;2407;1947;Eine 1890 dem allgemeinen Verkehr zugänglich gemachte Strasse, die die Verbindung von der Sihlstrasse über den damaligen Sihlkanal hin zur Löwenstrasse herstellte. Dort am Sihlkanal lag noch bis zum Abbruch der Gebäude im Jahr 1928 die Mühle zum Stein oder Steinmühle, Sihlstrasse 42/44, die bereits um 1275 unter diesem Namen erwähnt wird.;;;7330
1486;1948;Steinmühleplatz;gültig;Sihlstrasse;Uraniastrasse;1;N 13;AA;2407;1948;Durch Abbruch von fünf Häusern zwischen der Urania- und der Sihlstrasse an den heute im Steinmühleplatz aufgegangenen Verlängerungen der Steinmühlegasse und der Hornergasse wurde 1936 ein Platz angelegt, welcher der 1928 abgetragenen 600 Jahre alten Mühle zum Stein oder Steinmühle, Sihlstrasse 42/44, gewidmet wurde. Diese wird bereits um 1275 unter diesem Namen erwähnt.;;;7443
1181;1949;Steinstrasse;gültig;Schlossgasse 11;Manesseplatz;3;L/M 14;WD;2407;1949;Erinnerung an die seit dem 16. Jahrhundert hier bezeugten Flurnamen «Steinacker» oder «Steinzelg», die auf den mit Geröll der Sihl durchsetzten Ackerboden hinweisen.;;;7143
1677;1950;Steinwiesenweg;gültig;Grünwaldstrasse;Huberwiesenstrasse;10;H 7;HG;2005+2105;1950;Flurname: Wiesen mit steinigem Grund.;;;7638
1212;1951;Steinwiesplatz;gültig;Hottingerstrasse 21;Steinwiesstrasse;7;O 14;HO;2408;1951;Kreuzung der alten Steinwiesstrasse mit der neuen, in den 1870er Jahren angelegten Hottingerstrasse. Der Name Steinwies bezeichnete ursprünglich eine Wiese mit steinigem Grund. Als wichtige Erschliessungsstrassen prägten die Steinwiesstrasse die frühere, die Hottingerstrasse die spätere Entwicklung Hottingens.;;;7175
2123;1952;Steinwiesstrasse;gültig;Zeltweg 12;Hofstrasse 35;7;O/P 14;HO;2408;1952;Die Steinwiesgasse war ein alter Privatweg und gleichzeitig eine Ortsgegend in Hottingen. Der Name bezeichnete ursprünglich eine Wiese mit steinigem Grund. Der Steinwiesstrasse kam Bedeutung zu für den ersten Ausbau und die bauliche Erschliessung der Gemeinde Hottingen nach dem Fall der Stadtbefestigung Zürichs in den 1830er Jahren. Die Privatstrasse wurde 1860 von der Gemeinde übernommen.;;;8086
2121;1953;Stelzenstrasse;gültig;Grenze Opfikon;Schaffhauserstrasse 597;11;P 6;SE;2008;1953;Tiername, Vogelart.;;;8084
2043;1954;Stephan-à-Porta-Weg;gültig;Förrlibuckstrasse;Hardturmstrasse;5;K 10/11;IQ;2206;1954;Stephan à Porta (1868-1947): Rechtsanwalt und Bauunternehmer. Gründer der gemeinnützigen Stephan-à-Porta-Stiftung, welche preisgünstigen Wohnraum in der Stadt Zürich anbietet und wohltätige Institutionen in der Stadt Zürich und in Graubünden unterstützt.;;;8012
1189;1955;Sternenstrasse;gültig;Mythenquai 28;Grütlistrasse 84;2;M/N 15;EN;2507;1955;Strasse im alten Ortsteil «Sternengass» in der Enge, wo auch das Wirtshaus zum Sternen lag, Ecke Gablerstrasse, Seestrasse. Der 1527 erstmals erwähnte Sternen war im 17. und 18. Jahrhundert ein weitherum bekanntes Gasthaus und Ausflugsziel. Von 1624 bis 1838 gehörte es der Gemeinde Enge und diente dieser auch später noch als Versammlungslokal und Gesellenhaus. Nach einem Brand wurde das Gebäude 1895 durch einen Neubau ersetzt.;;;7151
2472;1956;Sternwartstrasse;gültig;Schmelzbergstrasse 12;Gloriastrasse;7;O 13;FL;2308+2408;1956;Benannt als Weg zur 1861-1864 von Gottfried Semper erbauten Sternwarte der Eidgenössischen Technischen Hochschule ETH. Die Sternwarte war bis 1980 in Betrieb.;;;8431
2037;1957;Stettbacherrain;gültig;Stettbachstrasse 200;Engelbertstrasse 23;12;S 10;SW;2209;1957;Frei gewählter Name der Querstrasse zur Stettbachstrasse, welche nach dem Weiler in der Gemeinde Dübendorf benannt ist.;;;8000
932;1958;Stettbachstrasse;gültig;Stettbachweg (südwestl. Sackgasse);Grenze Dübendorf;12;Q 9-S 10;SW;2208+2209;1958;Strasse zum Weiler Stettbach in der Gemeinde Dübendorf.;;;6885
2063;1959;Stettbachweg;gültig;Winterthurerstrasse 524;Stettbachstrasse;12;Q 9;SW;2208+2209;1959;Umbenennung eines Teilstücks der Stettbachstrasse, dem Weg nach dem Weiler Stettbach in der Gemeinde Dübendorf.;;;8027
2223;1960;Stierenriedweg;projektiert;Margrit-Rainer-Strasse;Neunbrunnenstrasse;11;N 7;OE;2107;1960;Flurname für eine Wiese, die dem Halter des «Gemeindemunis» zur Nutzung überlassen wurde.;;;8180
2249;1961;Stierliweg;gültig;Badenerstrasse 310;Agnesstrasse 27;4;L 13;AU;2306+2406;1961;Weitverbreitete Familie von Aussersihl.;"Stierli
Alte Familie von Aussersihl";;8201
322;1962;Stiglenstrasse;gültig;Schaffhauserstrasse;Glatttal- /Birchstrasse;11;O/P 6;SE;2008;1962;Der Name der Strasse leitet sich vom Flurnamen «Hochstiglen» ab, der das Gebiet auf der gegenüberliegenden Seite der Schaffhauserstrasse bezeichnet. «Stiglen» oder «Hochstiglen» leitet sich von Steigen ab und verweist auf eine Vorrichtung, die es erlaubt, über einen Feldzaun einer Viehweide hinweg zu steigen.;;;6273
67;1963;Stöckenackerstrasse;gültig;Fronwaldstrasse 130;Wolfswinkel;11;K/L 6;AF;2006;1963;1558 erwähnter Flurname für Acker auf einem abgeholzten Waldboden, in dem sich noch die Wurzelstöcke befinden.;;;6043
1052;1964;Stöckengasse;gültig;Zehntenhausstrasse 47;Fronwaldstrasse;11;K 7;AF;2006;1964;Gasse durch einen Stöckenacker, also einen Acker mit Wurzelstöcken.;;;7032
2076;1965;Stöckenhaldenweg;gültig;Eichhaldenweg;Katzenschwanzstrasse;7;R-T 15;HI/WI;2509;1965;Weg durch die Halde oberhalb des Stöckentobelbaches, der nach den Wurzelstöcken im Boden benannt ist.;;;8035
364;1966;Stöckentobelstrasse;gültig;Witikonerstrasse (Schleife);Eschenhaustrasse;7;Q/R 14;HI;2409+2509;1966;Strasse durch das Tobel des Stöckentobelbaches, der nach den Wurzelstöcken im Boden benannt ist.;;;6317
;;;;;;;;;;;;;;
1558;1967;Stöckentobelweg;gültig;Wasersteig;Loorenstrasse /An der Specki;7;Q-S 15;HI/WI;2409+2509;1967;Weg entlang dem Stöckentobelbach, der nach den Wurzelstöcken im Boden benannt ist.;;;7520
1292;1968;Stöckenweg;gültig;Forrenweidstrasse;Köhlerstrasse;7;R 12;HO;2309;1968;Flurname für einen abgeholzten Waldboden, in welchem sich noch Wurzelstöcke befinden.;;;7253
2413;1969;Stockenwiesweg;gültig;Baalweg;Grenze Dübendorf;7;T/U 14;WI;2410;1969;Flurname für eine Wiese auf ehemals gerodetem Land, auf dem die Wurzelstöcke stehen gelassen wurden.;;;8367
739;1970;Stockerstrasse;gültig;General-Guisan-Quai 22;Brandschenkestrasse 25;2;N 14;EN;2407;1970;Bernhard Stocker (1807-1860): Oberrichter. Besitzer eines herrschaftlichen Landgutes in der Enge, des nach ihm benannten Stockergutes. In den 1860er Jahren entstanden auf dem zum Gut gehörigen Land Quartiere. Das 1835-1840 erbaute Wohnhaus zur Palme wurde 1959-1964 durch das gleichnamige Hochhaus am Bleicherweg ersetzt.;;;6693
600;1971;Stodolastrasse;gültig;Carl-Spitteler-Strasse 31;nördl. Sackgasse;7;S 15;WI;2509;1971;Aurel Stodola (1859-1942): Professor für Maschinenbau an der ETH 1892 bis 1929. Er hat als Fachmann für Strömungs- und Wärmekraftmaschinen massgeblich zur Weiterentwicklung von Turbinen und mit philosophischen Beiträgen zur Technik-Diskussion beigetragen.;"Aurel Stodola (1859-1942)
Professor für Maschinenbau der ETH 1892 bis 1929";;6553
327;1972;Stoffelstrasse;gültig;Bühlwiesenstrasse;(südöstl. Sackgasse);11;O 7;SE;2108;1972;In der Gemeinde Bäretswil, im Zürcher Oberland gelegener, von Seebach aus gut sichtbarer Berg (928 m. ü. M.).;;;6279
1150;1973;Stolzestrasse;gültig;Ottikerstrasse 32;Goetzstrasse 4;6;O 11;OB/UN;2308;1973;Heinrich August Wilhelm Stolze (1798-1867): Deutscher Stenograph, Erfinder der ersten streng wissenschaftlichen Kurzschrift für die deutsche Sprache und Mitbegründer der amtlichen deutschen Einheitskurzschrift.;"Wilhelm Stolze (1798-1867)
Deutscher Stenograph";;7110
1855;1974;Storchengasse;gültig;Münsterhof 16;Weinplatz 3;1;N 13/14;AA;2407;1974;Namengebend war im 18. Jahrhundert das Haus zum Storchen, das 1357 erstmals erwähnt wird und das spätestens ab 1471 ein Gasthaus war. Das heutige Gebäude stammt aus dem Jahr 1939. Der Legende nach soll der Name von einem seltenen schwarzen Storchenpaar herrühren, das einst auf dem Hausdach nistete. Vom 14. bis ins 18. Jahrhundert hiess die Gasse Schmiedgasse, und noch um 1800 wurde sie auch als Hauptstrass bezeichnet - vielleicht, weil sie im Mittelalter Teil des Weges war, den Könige auf ihren Besuchen in Zürich vom Niederdorftor her zur Fraumünsterabtei passierten.;;;7810
949;1975;Stotzstrasse;gültig;Maneggpromenade;westl. Sackgasse;2;L 19;LE;2706;1975;Steiler Weg oder jäher Abhang.;;;6906
1919;1976;Stotzweg;gültig;Leimbachstrasse 104;Maneggpromenade;2;L 19;LE;2706+2707;1976;Steiler Weg oder jäher Abhang.;;;7877
2169;1977;Strandbadweg;gültig;Mythenquai 95;Seestrasse;2;N 16;EN;2507;1977;Zugang von der Seestrasse zum 1922 erbauten Strandbad am Mythenquai.;;;8132
1142;1978;Strassburgstrasse;gültig;Werdplatz;Zweierplatz;4;M 13;AU;2407;1978;Zu Ehren der befreundeten Stadt Strassburg, wohin die Zürcher seit 1456 zur Bekräftigung regelmässig per Schiff die so genannte Hirsebreifahrt unternehmen. Dabei musste die Fahrt innert eines Tages anstatt deren drei stattfinden, damit der Hirsebrei bei der Ankunft der Zürcher in Strassburg noch heiss war - als Beweis, wie schnell die Zürcher bei Gefahr ihren elsässischen Freunden zu Hilfe eilen konnten.;;;7102
1129;1979;Strehlgasse;gültig;Weinplatz;Rennweg 2;1;N 13;AA;2407;1979;"Einstige Hauptverkehrsstrasse von Zürich, die vom Rennweg zum Weinplatz und zur Brücke über die Limmat beim Rathaus führt; der Name wird bereits im Jahr 1288 erwähnt. Namengebend war, so wird vermutet, der Beruf des Strehl- oder Kammmachers, den ein dortiger Hausbesitzer um 1300 ausübte. Ein Strehl, das heisst ein Kamm, war im Jahr 1386 und später das Zeichen und der Name des Hauses an der heutigen Strehlgasse 8.";;;7089
1169;1980;Streitholzstrasse;gültig;Frohburgstrasse 202;Letzi- /Klosterholzweg;6+12;O 10-Q 11;OB/SW;2208+2209+2309;1980;Flurname für ein Waldstück, um das scheinbar ein Rechtsstreit geführt wurde.;;;7127
1913;1981;Streulistrasse;gültig;Konkordiastrasse 20;Hofackerstrasse 65;7;P 14-Q 15;HO/HI;2408+2508;1981;Johannes Kaspar Streuli-Epprecht (1842-1922): Landwirt. Er verkaufte der Gemeinde Hottingen Land für den Bau des Streuliquartiers.;;;7871
406;1982;Strickhofstrasse;gültig;Winterthurerstrasse 152;Streitholzstrasse;6+12;O-Q 10;OB/SW;2208;1982;Ein Strick ist ein Weg oder Pfad. Die Bezeichnung dieses ehemals dem Spital zugehörigen Bauerngutes leitet sich denn auch ab von seiner Lage gleich unterhalb der ehemaligen Landstrasse nach Winterthur, der oberen Strasse. Von 1852 bis 1976 befand sich hier die kantonale Landwirtschaftsschule, die umgangssprachlich auch einfach der Strickhof genannt wurde.;;;6363
1569;1983;Studackerstrasse;gültig;Albisstrasse 104;Kalchbühlstrasse 72;2;M/N 18;WO;2607;1983;Flurname für einen Acker, der an eine «Stude», also eine Staude, einen Busch, einen Strauch stösst.;;;7531
492;1984;Stüdliweg;gültig;Hohlstrasse 175;Ernastrasse 7;4;L 12;AU;2307;1984;Der Flurname «bi den Stüdlinen» (15./16. Jahrhundert) bezeichnet eine kleine Säule oder einen Pfosten und weist auf eine Wegmarkierung an der Heerstrasse, der heutigen Hohlstrasse, hin.;;;6892
1163;1985;Stüssihofstatt;gültig;Limmatquai 66;Marktgasse /Niederdorfstrasse;1;O 13;AA;2407+2408;1985;Rudolf Stüssi (gest. 1443): Zürcher Bürgermeister. Ab dem 14. Jahrhundert bis um 1700 entstand die Hofstatt bzw. der Platz durch Beseitigung der umliegenden Bauten. Die nähere Bestimmung als Stüssis Hofstatt kommt erstmals 1496 vor. Sie erinnert an die Stadtzürcher Familie Stüssi, die hier von etwa 1375 bis zu ihrem Aussterben um 1469 die Häuser zum Weissen Wind und Königstuhl, Stüssihofstatt 3 und 4, besass. Herausragender Vertreter der Familie war Bürgermeister Rudolf Stüssi, der während des Alten Zürichkriegs in der Schlacht bei Sankt Jakob an der Sihl am 22. Juli 1443 den Tod fand.;"Rudolf Stüssi (gestorben 1443)
Zürcher Bürgermeister, gefallen in der
Schlacht bei St. Jakob an der Sihl";;7123
1412;1986;Stüssistrasse;gültig;Langmauerstrasse 46;Irchelstrasse 18;6;N 10/11;UN;2207+2307;1986;Heinrich Stüssi (1842-1900): Zürcher Staatsschreiber von 1876 bis 1900, der von 1883 bis 1890 an dieser Strasse wohnte.;"Heinrich Stüssi (1842-1900)
Staatsschreiber 1876 bis 1900";;7373
2071;1987;Südstrasse;gültig;Zollikerstrasse 167;Flühgasse 70 (südl. Sackgasse);8;P/Q 16;RI;2508+2608;1987;"Strasse in Riesbach, die bis 1892 Rankstrasse hiess; die Umbenennung erfolgte, weil es auch in Hirslanden eine Rankstrasse gab. Der neue Name rührte wohl von der Lage und der Richtung der Strasse im Süden der Stadt her, die 1893 durch die erste Eingemeindung zur Grossstadt wurde; im westlichen Wiedikon gab es seit 1892/93 entsprechend eine Weststrasse.";;;8037
395;1988;Sumatrasteig;gültig;Stampfenbachstrasse 68;Sumatrastrasse 25;6;N 12;UN;2307;1988;Querverbindung zur Sumatrastrasse, die ihren Namen von der Villa Sumatra, Sumatrastrasse 36, hatte. Die Villa wurde 1875 von Carl Honegger errichtet und hiess ursprünglich Villa Rosenberg. Sie ist 1885 vom ehemaligen Plantagenbesitzer Karl Krüsi nach seiner Rückkehr aus Sumatra erworben und umbenannt worden. Von 1907 an bewohnte Julius Maggi die Villa Sumatra, die 1971 zu Gunsten eines Geschäftshauses abtragen wurde.;;;6351
1910;1989;Sumatrastrasse;gültig;Weinbergstrasse 37;Sonneggstrasse 73;6;N/O 12;UN;2307+2308;1989;Die Strasse wurde nach der Villa Sumatra, Sumatrastrasse 36, genannt. Die Villa wurde 1875 von Carl Honegger errichtet und hiess ursprünglich Villa Rosenberg. Sie ist 1885 vom ehemaligen Plantagenbesitzer Karl Krüsi nach seiner Rückkehr aus Sumatra erworben und umbenannt worden. Von 1907 an bewohnte Julius Maggi die Villa Sumatra, die 1971 zu Gunsten eines Geschäftshauses abtragen wurde.;;;7860
1740;1990;Sunnige Hof;gültig;Probsteistrasse 130;Probsteistrasse 150;12;R/S 10;SW;2209;1990;Strasse in der ersten Kolonie der Siedlungsgenossenschaft Sunnige Hof.;;;7697
2127;2350;Susanna-Gossweiler-Platz;gültig;Obmannamtsgasse;Rehgässchen;1;O 13;AA;2408;2350;Susanna Gossweiler (1740-1793): Sie war die erste Lehrerin an der von Leonhard Usteri initiierten Züricher Töchterschule von 1774 bis 1793.;"Susanna Gossweiler (1740-1793)
Erste Lehrerin an der von Leonhard Usteri
initiierten Züricher Töchterschule 1774 bis 1793";;8091
1841;1991;Susenbergstrasse;gültig;Hof- /Tobelhofstrasse;Germania- /Freudenbergstrasse;6+7;O 11-Q 13;FL/OB;2308+2408;1991;Susenberg oder «Sausenberg» ist eine alte, bereits im Jahr 1294 erwähnte Ortsgegend in Fluntern am Zürichberg. Sie bestand noch um 1840 aus nur einem Hof mit Wohnhaus. Der Name Susenberg geht vielleicht auf einen Personennamen Suso zurück und kann etwa als Hofsiedlung eines Mannes Suso am Berg gedeutet werden. Korrektion und Ausbau der Susenbergstrasse erfolgten um 1890 im Zusammenhang mit der geplanten baulichen Erschliessung des Zürichbergs, die dann in der Gegend von Susenberg nach 1900 einsetzte.;;;7795
1507;1992;Süsslerenstrasse;gültig;Mühlezelgstrasse 35;Ginsterstrasse 39;9;J 13;AR;2406;1992;Flurname für eine Gegend mit Obstbäumen, welche süsse Apfel- und Birnensorten tragen.;;;7461
1617;1993;Süsslerenweg;gültig;Ginsterstrasse 39;Fellenbergstrasse 272;9;J 13;AR;2406;1993;Flurname für eine Gegend mit Obstbäumen, welche süsse Apfel- und Birnensorten tragen.;;;7583
1087;1994;Sustenstrasse;gültig;Stampfenbrunnenstrasse 12;Girhaldenstrasse 29;9;G/H 11;AL;2305;1994;Sustenpass in den Kantonen Bern und Uri, Übergang von Meiringen im Haslital nach Wassen (2264 m ü. M.).;;;7046
